Time[month],reactor_In[kg],Reactor_Out[kg],
0,0,0,
1,164,0,
2,164,0,
3,164,0,
4,164,0,
5,164,0,
6,164,0,
7,164,0,
8,164,0,
9,164,0,
10,164,0,
11,164,0,
12,164,0,
13,164,0,
14,164,0,
15,164,0,
16,164,0,
17,164,0,
18,164,0,
19,164,0,
20,164,0,
21,164,0,
22,164,0,
23,164,0,
24,164,0,
25,164,0,
26,164,0,
27,164,0,
28,164,0,
29,164,0,
30,164,0,
31,164,0,
32,164,0,
33,164,0,
34,164,0,
35,164,0,
36,164,0,
37,328,164,
38,328,164,
39,328,164,
40,328,164,
41,328,164,
42,328,164,
43,328,164,
44,328,164,
45,328,164,
46,328,164,
47,328,164,
48,328,164,
49,328,164,
50,328,164,
51,328,164,
52,328,164,
53,328,164,
54,328,164,
55,328,164,
56,328,164,
57,328,164,
58,328,164,
59,328,164,
60,328,164,
61,328,164,
62,328,164,
63,328,164,
64,328,164,
65,328,164,
66,328,164,
67,328,164,
68,328,164,
69,328,164,
70,328,164,
71,328,164,
72,328,164,
73,492,328,
74,492,328,
75,492,328,
76,492,328,
77,492,328,
78,492,328,
79,492,328,
80,492,328,
81,492,328,
82,492,328,
83,492,328,
84,492,328,
85,492,328,
86,492,328,
87,492,328,
88,492,328,
89,492,328,
90,492,328,
91,492,328,
92,492,328,
93,492,328,
94,492,328,
95,492,328,
96,492,328,
97,492,328,
98,492,328,
99,492,328,
100,492,328,
101,492,328,
102,492,328,
103,492,328,
104,492,328,
105,492,328,
106,492,328,
107,492,328,
108,492,328,
109,656,492,
110,656,492,
111,656,492,
112,656,492,
113,656,492,
114,656,492,
115,656,492,
116,656,492,
117,656,492,
118,656,492,
119,656,492,
120,656,492,
121,656,492,
122,656,492,
123,656,492,
124,656,492,
125,656,492,
126,656,492,
127,656,492,
128,656,492,
129,656,492,
130,656,492,
131,656,492,
132,656,492,
133,656,492,
134,656,492,
135,656,492,
136,656,492,
137,656,492,
138,656,492,
139,656,492,
140,656,492,
141,656,492,
142,656,492,
143,656,492,
144,656,492,
145,820,656,
146,820,656,
147,820,656,
148,820,656,
149,820,656,
150,820,656,
151,820,656,
152,820,656,
153,820,656,
154,820,656,
155,820,656,
156,820,656,
157,820,656,
158,820,656,
159,820,656,
160,820,656,
161,820,656,
162,820,656,
163,820,656,
164,820,656,
165,820,656,
166,820,656,
167,820,656,
168,820,656,
169,820,656,
170,820,656,
171,820,656,
172,820,656,
173,820,656,
174,820,656,
175,820,656,
176,820,656,
177,820,656,
178,820,656,
179,820,656,
180,820,656,
181,984,820,
182,984,820,
183,984,820,
184,984,820,
185,984,820,
186,984,820,
187,984,820,
188,984,820,
189,984,820,
190,984,820,
191,984,820,
192,984,820,
193,984,820,
194,984,820,
195,984,820,
196,984,820,
197,984,820,
198,984,820,
199,984,820,
200,984,820,
201,984,820,
202,984,820,
203,984,820,
204,984,820,
205,984,820,
206,984,820,
207,984,820,
208,984,820,
209,984,820,
210,984,820,
211,984,820,
212,984,820,
213,984,820,
214,984,820,
215,984,820,
216,984,820,
217,1148,984,
218,1148,984,
219,1148,984,
220,1148,984,
221,1148,984,
222,1148,984,
223,1148,984,
224,1148,984,
225,1148,984,
226,1148,984,
227,1148,984,
228,1148,984,
229,1148,984,
230,1148,984,
231,1148,984,
232,1148,984,
233,1148,984,
234,1148,984,
235,1148,984,
236,1148,984,
237,1148,984,
238,1148,984,
239,1148,984,
240,1148,1066,
241,1230,1066,
242,1230,1066,
243,1230,1066,
244,1230,1066,
245,1230,1066,
246,1230,1066,
247,1230,1066,
248,1230,1066,
249,1230,1066,
250,1230,1066,
251,1230,1066,
252,1230,1066,
253,1312,1148,
254,1312,1148,
255,1312,1148,
256,1312,1148,
257,1312,1148,
258,1312,1148,
259,1312,1148,
260,1312,1148,
261,1312,1148,
262,1312,1148,
263,1312,1148,
264,1312,1148,
265,1312,1148,
266,1312,1148,
267,1312,1148,
268,1312,1148,
269,1312,1148,
270,1312,1148,
271,1312,1148,
272,1312,1148,
273,1312,1148,
274,1312,1148,
275,1312,1148,
276,1312,1148,
277,1394,1230,
278,1394,1230,
279,1394,1230,
280,1394,1230,
281,1394,1230,
282,1394,1230,
283,1394,1230,
284,1394,1230,
285,1394,1230,
286,1394,1230,
287,1394,1230,
288,1394,1230,
289,1476,1312,
290,1476,1312,
291,1476,1312,
292,1476,1312,
293,1476,1312,
294,1476,1312,
295,1476,1312,
296,1476,1312,
297,1476,1312,
298,1476,1312,
299,1476,1312,
300,1476,1312,
301,1476,1312,
302,1476,1312,
303,1476,1312,
304,1476,1312,
305,1476,1312,
306,1476,1312,
307,1476,1312,
308,1476,1312,
309,1476,1312,
310,1476,1312,
311,1476,1312,
312,1476,1312,
313,1558,1394,
314,1558,1394,
315,1558,1394,
316,1558,1394,
317,1558,1394,
318,1558,1394,
319,1558,1394,
320,1558,1394,
321,1558,1394,
322,1558,1394,
323,1558,1394,
324,1558,1394,
325,1640,1476,
326,1640,1476,
327,1640,1476,
328,1640,1476,
329,1640,1476,
330,1640,1476,
331,1640,1476,
332,1640,1476,
