Time[month],reactor_In[kg],Reactor_Out[kg],
966,264537,263718,
967,264810,263991,
968,265083,264264,
969,265356,264537,
970,265629,264810,
971,265902,265083,
972,266175,265356,
973,266448,265629,
974,266721,265902,
975,266994,266175,
976,267267,266448,
977,267540,266721,
978,267813,266994,
979,268086,267267,
980,268359,267540,
981,268632,267813,
982,268905,268086,
983,269178,268359,
984,269451,268632,
985,269724,268905,
986,269997,269178,
987,270270,269451,
988,270543,269724,
989,270816,269997,
990,271089,270270,
991,271362,270543,
992,271635,270816,
993,271908,271089,
994,272181,271362,
995,272454,271635,
996,272727,271908,
997,273000,272181,
998,273273,272454,
999,273546,272727,
1000,273819,273000,
1001,274092,273273,
1002,274365,273546,
1003,274638,273819,
1004,274911,274092,
1005,275184,274365,
1006,275457,274638,
1007,275730,274911,
1008,276003,275184,
1009,276276,275457,
1010,276549,275730,
1011,276822,276003,
1012,277095,276276,
1013,277368,276549,
1014,277641,276822,
1015,277914,277095,
1016,278187,277368,
1017,278460,277641,
1018,278733,277914,
1019,279006,278187,
1020,279279,278460,
1021,279552,278733,
1022,279825,279006,
1023,280098,279279,
1024,280371,279552,
1025,280644,279825,
1026,280917,280098,
1027,281190,280371,
1028,281463,280644,
1029,281736,280917,
1030,282009,281190,
1031,282282,281463,
1032,282555,281736,
1033,282828,282009,
1034,283101,282282,
1035,283374,282555,
1036,283647,282828,
1037,283920,283101,
1038,284193,283374,
1039,284466,283647,
1040,284739,283920,
1041,285012,284193,
1042,285285,284466,
1043,285558,284739,
1044,285831,285012,
1045,286104,285285,
1046,286377,285558,
1047,286650,285831,
1048,286923,286104,
1049,287196,286377,
1050,287469,286650,
1051,287742,286923,
1052,288015,287196,
1053,288288,287469,
1054,288561,287742,
1055,288834,288015,
1056,289107,288288,
1057,289380,288561,
1058,289653,288834,
1059,289926,289107,
1060,290199,289380,
1061,290472,289653,
1062,290745,289926,
1063,291018,290199,
1064,291291,290472,
1065,291564,290745,
1066,291837,291018,
1067,292110,291291,
1068,292383,291564,
1069,292656,291837,
1070,292929,292110,
1071,293202,292383,
1072,293475,292656,
1073,293748,292929,
1074,294021,293202,
1075,294294,293475,
1076,294567,293748,
1077,294840,294021,
1078,295113,294294,
1079,295386,294567,
1080,295659,294840,
1081,295932,295113,
1082,296205,295386,
1083,296478,295659,
1084,296751,295932,
1085,297024,296205,
1086,297297,296478,
1087,297570,296751,
1088,297843,297024,
1089,298116,297297,
1090,298389,297570,
1091,298662,297843,
1092,298935,298116,
1093,299208,298389,
1094,299481,298662,
1095,299754,298935,
1096,300027,299208,
1097,300300,299481,
1098,300573,299754,
1099,300846,300027,
1100,301119,300300,
1101,301392,300573,
1102,301665,300846,
1103,301938,301119,
1104,302211,301392,
1105,302484,301665,
1106,302757,301938,
1107,303030,302211,
1108,303303,302484,
1109,303576,302757,
1110,303849,303030,
1111,304122,303303,
1112,304395,303576,
1113,304668,303849,
1114,304941,304122,
1115,305214,304395,
1116,305487,304668,
1117,305760,304941,
1118,306033,305214,
1119,306306,305487,
1120,306579,305760,
1121,306852,306033,
1122,307125,306306,
1123,307398,306579,
1124,307671,306852,
1125,307944,307125,
1126,308217,307398,
1127,308490,307671,
1128,308763,307944,
1129,309036,308217,
1130,309309,308490,
1131,309582,308763,
1132,309855,309036,
1133,310128,309309,
1134,310401,309582,
1135,310674,309855,
1136,310947,310128,
1137,311220,310401,
1138,311493,310674,
1139,311766,310947,
1140,312039,311220,
1141,312312,311493,
1142,312585,311766,
1143,312858,312039,
1144,313131,312312,
1145,313404,312585,
1146,313677,312858,
1147,313950,313131,
1148,314223,313404,
1149,314496,313677,
1150,314769,313950,
1151,315042,314223,
1152,315315,314496,
1153,315588,314769,
1154,315861,315042,
1155,316134,315315,
1156,316407,315588,
1157,316680,315861,
1158,316953,316134,
1159,317226,316407,
1160,317499,316680,
1161,317772,316953,
1162,318045,317226,
1163,318318,317499,
1164,318591,317772,
1165,318864,318045,
1166,319137,318318,
1167,319410,318591,
1168,319683,318864,
1169,319956,319137,
1170,320229,319410,
1171,320502,319683,
1172,320775,319956,
1173,321048,320229,
1174,321321,320502,
1175,321594,320775,
1176,321867,321048,
1177,322140,321321,
1178,322413,321594,
1179,322686,321867,
1180,322959,322140,
1181,323232,322413,
1182,323505,322686,
1183,323778,322959,
1184,324051,323232,
1185,324324,323505,
1186,324597,323778,
1187,324870,324051,
1188,325143,324324,
1189,325416,324597,
1190,325689,324870,
1191,325962,325143,
1192,326235,325416,
1193,326508,325689,
1194,326781,325962,
1195,327054,326235,
1196,327327,326508,
1197,327600,326781,
1198,327873,327054,
1199,328146,327327,
1200,0,0,


Spent Fuel Inventories,
Nucleus,Q[kg]
92234,0,
92235,1617.72,
92236,1281.61,
92238,278887,
94238,71.493,
94239,1702.05,
94240,778.248,
94241,503.296,
94242,261.9,
95241,12.6456,
95242,0,
95243,60.2475,
96242,6.66655,
96243,0.31877,
96244,24.6464,
96245,1.60699,
93237,163.525,
