Time[month],reactor_In[kg],Reactor_Out[kg],
858,47010.6,46846.8,
859,47065.2,46901.4,
860,47119.8,46956,
861,47174.4,47010.6,
862,47229,47065.2,
863,47283.6,47119.8,
864,47338.2,47174.4,
865,47392.8,47229,
866,47447.4,47283.6,
867,47502,47338.2,
868,47556.6,47392.8,
869,47611.2,47447.4,
870,47665.8,47502,
871,47720.4,47556.6,
872,47775,47611.2,
873,47829.6,47665.8,
874,47884.2,47720.4,
875,47938.8,47775,
876,47993.4,47829.6,
877,48048,47884.2,
878,48102.6,47938.8,
879,48157.2,47993.4,
880,48211.8,48048,
881,48266.4,48102.6,
882,48321,48157.2,
883,48375.6,48211.8,
884,48430.2,48266.4,
885,48484.8,48321,
886,48539.4,48375.6,
887,48594,48430.2,
888,48648.6,48484.8,
889,48703.2,48539.4,
890,48757.8,48594,
891,48812.4,48648.6,
892,48867,48703.2,
893,48921.6,48757.8,
894,48976.2,48812.4,
895,49030.8,48867,
896,49085.4,48921.6,
897,49140,48976.2,
898,49194.6,49030.8,
899,49249.2,49085.4,
900,49303.8,49140,
901,49358.4,49194.6,
902,49413,49249.2,
903,49467.6,49303.8,
904,49522.2,49358.4,
905,49576.8,49413,
906,49631.4,49467.6,
907,49686,49522.2,
908,49740.6,49576.8,
909,49795.2,49631.4,
910,49849.8,49686,
911,49904.4,49740.6,
912,49959,49795.2,
913,50013.6,49849.8,
914,50068.2,49904.4,
915,50122.8,49959,
916,50177.4,50013.6,
917,50232,50068.2,
918,50286.6,50122.8,
919,50341.2,50177.4,
920,50395.8,50232,
921,50450.4,50286.6,
922,50505,50341.2,
923,50559.6,50395.8,
924,50614.2,50450.4,
925,50668.8,50505,
926,50723.4,50559.6,
927,50778,50614.2,
928,50832.6,50668.8,
929,50887.2,50723.4,
930,50941.8,50778,
931,50996.4,50832.6,
932,51051,50887.2,
933,51105.6,50941.8,
934,51160.2,50996.4,
935,51214.8,51051,
936,51269.4,51105.6,
937,51324,51160.2,
938,51378.6,51214.8,
939,51433.2,51269.4,
940,51487.8,51324,
941,51542.4,51378.6,
942,51597,51433.2,
943,51651.6,51487.8,
944,51706.2,51542.4,
945,51760.8,51597,
946,51815.4,51651.6,
947,51870,51706.2,
948,51924.6,51760.8,
949,51979.2,51815.4,
950,52033.8,51870,
951,52088.4,51924.6,
952,52143,51979.2,
953,52197.6,52033.8,
954,52252.2,52088.4,
955,52306.8,52143,
956,52361.4,52197.6,
957,52416,52252.2,
958,52470.6,52306.8,
959,52525.2,52361.4,
960,52579.8,52416,
961,52634.4,52470.6,
962,52689,52525.2,
963,52743.6,52579.8,
964,52798.2,52634.4,
965,52852.8,52689,
966,52907.4,52743.6,
967,52962,52798.2,
968,53016.6,52852.8,
969,53071.2,52907.4,
970,53125.8,52962,
971,53180.4,53016.6,
972,53235,53071.2,
973,53289.6,53125.8,
974,53344.2,53180.4,
975,53398.8,53235,
976,53453.4,53289.6,
977,53508,53344.2,
978,53562.6,53398.8,
979,53617.2,53453.4,
980,53671.8,53508,
981,53726.4,53562.6,
982,53781,53617.2,
983,53835.6,53671.8,
984,53890.2,53726.4,
985,53944.8,53781,
986,53999.4,53835.6,
987,54054,53890.2,
988,54108.6,53944.8,
989,54163.2,53999.4,
990,54217.8,54054,
991,54272.4,54108.6,
992,54327,54163.2,
993,54381.6,54217.8,
994,54436.2,54272.4,
995,54490.8,54327,
996,54545.4,54381.6,
997,54600,54436.2,
998,54654.6,54490.8,
999,54709.2,54545.4,
1000,54763.8,54600,
1001,54818.4,54654.6,
1002,54873,54709.2,
1003,54927.6,54763.8,
1004,54982.2,54818.4,
1005,55036.8,54873,
1006,55091.4,54927.6,
1007,55146,54982.2,
1008,55200.6,55036.8,
1009,55255.2,55091.4,
1010,55309.8,55146,
1011,55364.4,55200.6,
1012,55419,55255.2,
1013,55473.6,55309.8,
1014,55528.2,55364.4,
1015,55582.8,55419,
1016,55637.4,55473.6,
1017,55692,55528.2,
1018,55746.6,55582.8,
1019,55801.2,55637.4,
1020,55855.8,55692,
1021,55910.4,55746.6,
1022,55965,55801.2,
1023,56019.6,55855.8,
1024,56074.2,55910.4,
1025,56128.8,55965,
1026,56183.4,56019.6,
1027,56238,56074.2,
1028,56292.6,56128.8,
1029,56347.2,56183.4,
1030,56401.8,56238,
1031,56456.4,56292.6,
1032,56511,56347.2,
1033,56565.6,56401.8,
1034,56620.2,56456.4,
1035,56674.8,56511,
1036,56729.4,56565.6,
1037,56784,56620.2,
1038,56838.6,56674.8,
1039,56893.2,56729.4,
1040,56947.8,56784,
1041,57002.4,56838.6,
1042,57057,56893.2,
1043,57111.6,56947.8,
1044,57166.2,57002.4,
1045,57220.8,57057,
1046,57275.4,57111.6,
1047,57330,57166.2,
1048,57384.6,57220.8,
1049,57439.2,57275.4,
1050,57493.8,57330,
1051,57548.4,57384.6,
1052,57603,57439.2,
1053,57657.6,57493.8,
1054,57712.2,57548.4,
1055,57766.8,57603,
1056,57821.4,57657.6,
1057,57876,57712.2,
1058,57930.6,57766.8,
1059,57985.2,57821.4,
1060,58039.8,57876,
1061,58094.4,57930.6,
1062,58149,57985.2,
1063,58203.6,58039.8,
1064,58258.2,58094.4,
1065,58312.8,58149,
1066,58367.4,58203.6,
1067,58422,58258.2,
1068,58476.6,58312.8,
1069,58531.2,58367.4,
1070,58585.8,58422,
1071,58640.4,58476.6,
1072,58695,58531.2,
1073,58749.6,58585.8,
1074,58804.2,58640.4,
1075,58858.8,58695,
1076,58913.4,58749.6,
1077,58968,58804.2,
1078,59022.6,58858.8,
1079,59077.2,58913.4,
1080,59131.8,58968,
1081,59186.4,59022.6,
1082,59241,59077.2,
1083,59295.6,59131.8,
1084,59350.2,59186.4,
1085,59404.8,59241,
1086,59459.4,59295.6,
1087,59514,59350.2,
1088,59568.6,59404.8,
1089,59623.2,59459.4,
1090,59677.8,59514,
1091,59732.4,59568.6,
1092,59787,59623.2,
1093,59841.6,59677.8,
1094,59896.2,59732.4,
1095,59950.8,59787,
1096,60005.4,59841.6,
1097,60060,59896.2,
1098,60114.6,59950.8,
1099,60169.2,60005.4,
1100,60223.8,60060,
1101,60278.4,60114.6,
1102,60333,60169.2,
1103,60387.6,60223.8,
1104,60442.2,60278.4,
1105,60496.8,60333,
1106,60551.4,60387.6,
1107,60606,60442.2,
1108,60660.6,60496.8,
1109,60715.2,60551.4,
1110,60769.8,60606,
1111,60824.4,60660.6,
1112,60879,60715.2,
1113,60933.6,60769.8,
1114,60988.2,60824.4,
1115,61042.8,60879,
1116,61097.4,60933.6,
1117,61152,60988.2,
1118,61206.6,61042.8,
1119,61261.2,61097.4,
1120,61315.8,61152,
1121,61370.4,61206.6,
1122,61425,61261.2,
1123,61479.6,61315.8,
1124,61534.2,61370.4,
1125,61588.8,61425,
1126,61643.4,61479.6,
1127,61698,61534.2,
1128,61752.6,61588.8,
