Time[month],reactor_In[kg],Reactor_Out[kg],
0,0,0,
1,820,0,
2,820,0,
3,820,0,
4,820,0,
5,820,0,
6,820,0,
7,820,0,
8,820,0,
9,820,0,
10,820,0,
11,820,0,
12,820,0,
13,820,0,
14,820,0,
15,820,0,
16,820,0,
17,820,0,
18,820,0,
19,820,0,
20,820,0,
21,820,0,
22,820,0,
23,820,0,
24,820,0,
25,820,0,
26,820,0,
27,820,0,
28,820,0,
29,820,0,
30,820,0,
31,820,0,
32,820,0,
33,820,0,
34,820,0,
35,820,0,
36,820,0,
37,1640,820,
38,1640,820,
39,1640,820,
40,1640,820,
41,1640,820,
42,1640,820,
43,1640,820,
44,1640,820,
45,1640,820,
46,1640,820,
47,1640,820,
48,1640,820,
49,1640,820,
50,1640,820,
51,1640,820,
52,1640,820,
53,1640,820,
54,1640,820,
55,1640,820,
56,1640,820,
57,1640,820,
58,1640,820,
59,1640,820,
60,1640,820,
61,1640,820,
62,1640,820,
63,1640,820,
64,1640,820,
65,1640,820,
66,1640,820,
67,1640,820,
68,1640,820,
69,1640,820,
70,1640,820,
71,1640,820,
72,1640,820,
73,2460,1640,
74,2460,1640,
75,2460,1640,
76,2460,1640,
77,2460,1640,
78,2460,1640,
79,2460,1640,
80,2460,1640,
81,2460,1640,
82,2460,1640,
83,2460,1640,
84,2460,1640,
85,2460,1640,
86,2460,1640,
87,2460,1640,
88,2460,1640,
89,2460,1640,
90,2460,1640,
91,2460,1640,
92,2460,1640,
93,2460,1640,
94,2460,1640,
95,2460,1640,
96,2460,1640,
97,2460,1640,
98,2460,1640,
99,2460,1640,
100,2460,1640,
101,2460,1640,
102,2460,1640,
103,2460,1640,
104,2460,1640,
105,2460,1640,
106,2460,1640,
107,2460,1640,
108,2460,1640,
109,3280,2460,
110,3280,2460,
111,3280,2460,
112,3280,2460,
113,3280,2460,
114,3280,2460,
115,3280,2460,
116,3280,2460,
117,3280,2460,
118,3280,2460,
119,3280,2460,
120,3280,2542,
121,3362,2542,
122,3362,2542,
123,3362,2542,
124,3362,2542,
125,3362,2542,
126,3362,2542,
127,3362,2542,
128,3362,2542,
129,3362,2542,
130,3362,2542,
131,3362,2542,
132,3362,2542,
133,3362,2542,
134,3362,2542,
135,3362,2542,
136,3362,2542,
137,3362,2542,
138,3362,2542,
139,3362,2542,
140,3362,2542,
141,3362,2542,
142,3362,2542,
143,3362,2542,
144,3362,2542,
145,4100,3280,
146,4100,3280,
147,4100,3280,
148,4100,3280,
149,4100,3280,
150,4100,3280,
151,4100,3280,
152,4100,3280,
153,4100,3280,
154,4100,3280,
155,4100,3280,
156,4100,3280,
157,4182,3362,
158,4182,3362,
159,4182,3362,
160,4182,3362,
161,4182,3362,
