Time[month],reactor_In[kg],Reactor_Out[kg],
0,0,0,
1,82,0,
2,82,0,
3,82,0,
4,164,82,
5,164,82,
6,164,82,
7,246,164,
8,246,164,
9,246,164,
10,328,246,
11,328,246,
12,328,246,
13,410,328,
14,410,328,
15,410,328,
16,492,410,
17,492,410,
18,492,410,
19,574,492,
20,574,492,
21,574,492,
22,656,574,
23,656,574,
24,656,574,
25,738,656,
26,738,656,
27,738,656,
28,820,738,
29,820,738,
30,820,738,
31,902,820,
32,902,820,
33,902,820,
34,984,902,
35,984,902,
36,984,902,
37,1066,984,
38,1066,984,
39,1066,984,
40,1148,1066,
41,1148,1066,
42,1148,1066,
43,1230,1148,
44,1230,1148,
45,1230,1148,
46,1312,1230,
47,1312,1230,
48,1312,1230,
49,1394,1312,
50,1394,1312,
51,1394,1312,
52,1476,1394,
53,1476,1394,
54,1476,1394,
55,1558,1476,
56,1558,1476,
57,1558,1476,
58,1640,1558,
59,1640,1558,
60,1640,1558,
61,1722,1640,
62,1722,1640,
63,1722,1640,
64,1804,1722,
65,1804,1722,
66,1804,1722,
67,1886,1804,
68,1886,1804,
69,1886,1804,
70,1968,1886,
71,1968,1886,
72,1968,1886,
73,2050,1968,
74,2050,1968,
75,2050,1968,
76,2132,2050,
77,2132,2050,
78,2132,2050,
79,2214,2132,
80,2214,2132,
81,2214,2132,
82,2296,2214,
83,2296,2214,
84,2296,2214,
85,2378,2296,
86,2378,2296,
87,2378,2296,
88,2460,2378,
89,2460,2378,
90,2460,2378,
91,2542,2460,
92,2542,2460,
93,2542,2460,
94,2624,2542,
95,2624,2542,
96,2624,2542,
97,2706,2624,
98,2706,2624,
99,2706,2624,
100,2788,2706,
101,2788,2706,
102,2788,2706,
103,2870,2788,
104,2870,2788,
105,2870,2788,
106,2952,2870,
107,2952,2870,
108,2952,2870,
109,3034,2952,
110,3034,2952,
111,3034,2952,
112,3116,3034,
113,3116,3034,
114,3116,3034,
115,3198,3116,
116,3198,3116,
117,3198,3116,
118,3280,3198,
119,3280,3198,
120,3280,3198,
121,3362,3280,
122,3362,3280,
123,3362,3280,
124,3444,3362,
125,3444,3362,
126,3444,3362,
127,3526,3444,
128,3526,3444,
129,3526,3444,
130,3608,3526,
131,3608,3526,
132,3608,3526,
133,3690,3608,
134,3690,3608,
135,3690,3608,
136,3772,3690,
137,3772,3690,
138,3772,3690,
139,3854,3772,
140,3854,3772,
141,3854,3772,
142,3936,3854,
143,3936,3854,
144,3936,3854,
145,4018,3936,
146,4018,3936,
147,4018,3936,
148,4100,4018,
149,4100,4018,
150,4100,4018,
151,4182,4100,
152,4182,4100,
153,4182,4100,
154,4264,4182,
155,4264,4182,
156,4264,4182,
157,4346,4264,
158,4346,4264,
159,4346,4264,
160,4428,4346,
161,4428,4346,
162,4428,4346,
163,4510,4428,
164,4510,4428,
165,4510,4428,
166,4592,4510,
167,4592,4510,
168,4592,4510,
169,4674,4592,
170,4674,4592,
171,4674,4592,
172,4756,4674,
173,4756,4674,
174,4756,4674,
175,4838,4756,
176,4838,4756,
177,4838,4756,
178,4920,4838,
179,4920,4838,
180,4920,4838,
181,5002,4920,
182,5002,4920,
183,5002,4920,
184,5084,5002,
185,5084,5002,
186,5084,5002,
187,5166,5084,
188,5166,5084,
189,5166,5084,
190,5248,5166,
191,5248,5166,
192,5248,5166,
193,5330,5248,
194,5330,5248,
195,5330,5248,
196,5412,5330,
197,5412,5330,
198,5412,5330,
199,5494,5412,
200,5494,5412,
201,5494,5412,
202,5576,5494,
203,5576,5494,
204,5576,5494,
205,5658,5576,
206,5658,5576,
207,5658,5576,
208,5740,5658,
209,5740,5658,
210,5740,5658,
211,5822,5740,
212,5822,5740,
213,5822,5740,
214,5904,5822,
215,5904,5822,
216,5904,5822,
217,5986,5904,
218,5986,5904,
219,5986,5904,
220,6068,5986,
221,6068,5986,
222,6068,5986,
223,6150,6068,
224,6150,6068,
225,6150,6068,
226,6232,6150,
227,6232,6150,
